# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
D9C73_012180	gene-D9C73_012180	rna-gnl|WGS:SCMI|mrna_D9C73_012180	protein_coding	0	0	1	1	0	0	0	0
D9C73_012283	gene-D9C73_012283	rna-gnl|WGS:SCMI|mrna_D9C73_012283	protein_coding	0	0	1	0	1	0	0	0
D9C73_012329	gene-D9C73_012329	rna-gnl|WGS:SCMI|mrna_D9C73_012329	protein_coding	0	0	1	0	0	0	0	1
D9C73_012491	gene-D9C73_012491	rna-gnl|WGS:SCMI|mrna_D9C73_012491	protein_coding	0	0	1	1	0	0	0	0
D9C73_012492	gene-D9C73_012492	rna-gnl|WGS:SCMI|mrna_D9C73_012492	protein_coding	0	0	1	0	0	0	0	1
D9C73_012619	gene-D9C73_012619	rna-gnl|WGS:SCMI|mrna_D9C73_012619	protein_coding	0	0	2	2	0	0	0	0
D9C73_012620	gene-D9C73_012620	rna-gnl|WGS:SCMI|mrna_D9C73_012620	protein_coding	0	0	2	0	0	0	0	2
D9C73_012768	gene-D9C73_012768	rna-gnl|WGS:SCMI|mrna_D9C73_012768	protein_coding	0	0	2	0	2	0	0	0
D9C73_012800	gene-D9C73_012800	rna-gnl|WGS:SCMI|mrna_D9C73_012800	protein_coding	0	0	3	0	0	0	0	3
D9C73_012809	gene-D9C73_012809	rna-gnl|WGS:SCMI|mrna_D9C73_012809	protein_coding	0	0	2	0	2	0	0	0
D9C73_012810	gene-D9C73_012810	rna-gnl|WGS:SCMI|mrna_D9C73_012810	protein_coding	0	0	2	2	0	0	0	0
D9C73_012869	gene-D9C73_012869	rna-gnl|WGS:SCMI|mrna_D9C73_012869	protein_coding	0	0	1	0	1	0	0	0
D9C73_012990	gene-D9C73_012990	rna-gnl|WGS:SCMI|mrna_D9C73_012990	protein_coding	0	0	1	1	0	0	0	0
D9C73_013001	gene-D9C73_013001	rna-gnl|WGS:SCMI|mrna_D9C73_013001	protein_coding	0	0	2	0	2	0	0	0
D9C73_013008	gene-D9C73_013008	rna-gnl|WGS:SCMI|mrna_D9C73_013008	protein_coding	0	0	1	0	1	0	0	0
D9C73_013066	gene-D9C73_013066	rna-gnl|WGS:SCMI|mrna_D9C73_013066	protein_coding	0	0	3	0	3	0	0	0
D9C73_013091	gene-D9C73_013091	rna-gnl|WGS:SCMI|mrna_D9C73_013091	protein_coding	0	0	1	0	1	0	0	0
D9C73_013116	gene-D9C73_013116	rna-gnl|WGS:SCMI|mrna_D9C73_013116	protein_coding	0	0	1	0	1	0	0	0
D9C73_013118	gene-D9C73_013118	rna-gnl|WGS:SCMI|mrna_D9C73_013118	protein_coding	0	0	1	1	0	0	0	0
D9C73_013120	gene-D9C73_013120	rna-gnl|WGS:SCMI|mrna_D9C73_013120	protein_coding	0	0	1	0	1	0	0	0
D9C73_013176	gene-D9C73_013176	rna-gnl|WGS:SCMI|mrna_D9C73_013176	protein_coding	0	0	1	0	1	0	0	0
D9C73_013177	gene-D9C73_013177	rna-gnl|WGS:SCMI|mrna_D9C73_013177	protein_coding	0	0	1	0	0	0	0	1
D9C73_013208	gene-D9C73_013208	rna-gnl|WGS:SCMI|mrna_D9C73_013208	protein_coding	0	0	1	1	0	0	0	0
D9C73_013289	gene-D9C73_013289	rna-gnl|WGS:SCMI|mrna_D9C73_013289	protein_coding	0	0	1	0	1	0	0	0
D9C73_013298	gene-D9C73_013298	rna-gnl|WGS:SCMI|mrna_D9C73_013298	protein_coding	0	0	1	1	0	0	0	0
D9C73_013338	gene-D9C73_013338	rna-gnl|WGS:SCMI|mrna_D9C73_013338	protein_coding	0	0	1	0	0	0	0	1
D9C73_013339	gene-D9C73_013339	rna-gnl|WGS:SCMI|mrna_D9C73_013339	protein_coding	0	0	1	0	0	0	0	1
D9C73_013357	gene-D9C73_013357	rna-gnl|WGS:SCMI|mrna_D9C73_013357	protein_coding	0	0	2	0	2	0	0	0
D9C73_013364	gene-D9C73_013364	rna-gnl|WGS:SCMI|mrna_D9C73_013364	protein_coding	0	0	1	0	0	0	0	1
D9C73_013386	gene-D9C73_013386	rna-gnl|WGS:SCMI|mrna_D9C73_013386	protein_coding	0	0	1	0	1	0	0	0
D9C73_013396	gene-D9C73_013396	rna-gnl|WGS:SCMI|mrna_D9C73_013396	protein_coding	0	0	1	0	1	0	0	0
D9C73_013421	gene-D9C73_013421	rna-gnl|WGS:SCMI|mrna_D9C73_013421	protein_coding	0	0	2	0	2	0	0	0
D9C73_013449	gene-D9C73_013449	rna-gnl|WGS:SCMI|mrna_D9C73_013449	protein_coding	0	0	2	0	2	0	0	0
D9C73_013455	gene-D9C73_013455	rna-gnl|WGS:SCMI|mrna_D9C73_013455	protein_coding	0	0	1	0	0	0	0	1
D9C73_013505	gene-D9C73_013505	rna-gnl|WGS:SCMI|mrna_D9C73_013505	protein_coding	0	0	1	0	0	0	0	1
D9C73_013506	gene-D9C73_013506	rna-gnl|WGS:SCMI|mrna_D9C73_013506	protein_coding	0	0	1	0	0	0	0	1
D9C73_013523	gene-D9C73_013523	rna-gnl|WGS:SCMI|mrna_D9C73_013523	protein_coding	0	0	1	1	0	0	0	0
D9C73_013524	gene-D9C73_013524	rna-gnl|WGS:SCMI|mrna_D9C73_013524	protein_coding	0	0	1	0	0	0	0	1
D9C73_013543	gene-D9C73_013543	rna-gnl|WGS:SCMI|mrna_D9C73_013543	protein_coding	0	0	1	0	1	0	0	0
D9C73_013566	gene-D9C73_013566	rna-gnl|WGS:SCMI|mrna_D9C73_013566	protein_coding	0	0	1	0	1	0	0	0
D9C73_013591	gene-D9C73_013591	rna-gnl|WGS:SCMI|mrna_D9C73_013591	protein_coding	0	0	2	0	0	0	0	2
D9C73_013688	gene-D9C73_013688	rna-gnl|WGS:SCMI|mrna_D9C73_013688	protein_coding	0	0	1	1	0	0	0	0
D9C73_013689	gene-D9C73_013689	rna-gnl|WGS:SCMI|mrna_D9C73_013689	protein_coding	0	0	1	0	1	0	0	0
D9C73_013697	gene-D9C73_013697	rna-gnl|WGS:SCMI|mrna_D9C73_013697	protein_coding	0	0	1	1	0	0	0	0
D9C73_013698	gene-D9C73_013698	rna-gnl|WGS:SCMI|mrna_D9C73_013698	protein_coding	0	0	1	1	0	0	0	0
D9C73_013824	gene-D9C73_013824	rna-gnl|WGS:SCMI|mrna_D9C73_013824	protein_coding	0	0	2	2	0	0	0	0
D9C73_013951	gene-D9C73_013951	rna-gnl|WGS:SCMI|mrna_D9C73_013951	protein_coding	0	0	1	1	0	0	0	0
D9C73_013952	gene-D9C73_013952	rna-gnl|WGS:SCMI|mrna_D9C73_013952	protein_coding	0	0	1	0	0	0	0	1
D9C73_013993	gene-D9C73_013993	rna-gnl|WGS:SCMI|mrna_D9C73_013993	protein_coding	0	0	1	0	1	0	0	0
D9C73_014021	gene-D9C73_014021	rna-gnl|WGS:SCMI|mrna_D9C73_014021	protein_coding	0	0	3	3	0	0	0	0
D9C73_014022	gene-D9C73_014022	rna-gnl|WGS:SCMI|mrna_D9C73_014022	protein_coding	0	0	3	3	0	0	0	0
D9C73_014157	gene-D9C73_014157	rna-gnl|WGS:SCMI|mrna_D9C73_014157	protein_coding	0	0	1	0	1	0	0	0
D9C73_014198	gene-D9C73_014198	rna-gnl|WGS:SCMI|mrna_D9C73_014198	protein_coding	0	0	2	0	0	0	0	2
D9C73_014199	gene-D9C73_014199	rna-gnl|WGS:SCMI|mrna_D9C73_014199	protein_coding	0	0	2	2	0	0	0	0
D9C73_014231	gene-D9C73_014231	rna-gnl|WGS:SCMI|mrna_D9C73_014231	protein_coding	0	0	1	0	1	0	0	0
D9C73_014232	gene-D9C73_014232	rna-gnl|WGS:SCMI|mrna_D9C73_014232	protein_coding	0	0	1	1	0	0	0	0
D9C73_014233	gene-D9C73_014233	rna-gnl|WGS:SCMI|mrna_D9C73_014233	protein_coding	0	0	1	1	0	0	0	0
D9C73_014276	gene-D9C73_014276	rna-gnl|WGS:SCMI|mrna_D9C73_014276	protein_coding	0	0	1	0	0	0	0	1
D9C73_014277	gene-D9C73_014277	rna-gnl|WGS:SCMI|mrna_D9C73_014277	protein_coding	0	0	1	1	0	0	0	0
D9C73_014298	gene-D9C73_014298	rna-gnl|WGS:SCMI|mrna_D9C73_014298	protein_coding	0	0	1	0	0	0	0	1
D9C73_014317	gene-D9C73_014317	rna-gnl|WGS:SCMI|mrna_D9C73_014317	protein_coding	0	0	1	0	1	0	0	0
D9C73_014318	gene-D9C73_014318	rna-gnl|WGS:SCMI|mrna_D9C73_014318	protein_coding	0	0	1	0	0	0	0	1
D9C73_014350	gene-D9C73_014350	rna-gnl|WGS:SCMI|mrna_D9C73_014350	protein_coding	0	0	1	0	0	0	0	1
D9C73_014384	gene-D9C73_014384	rna-gnl|WGS:SCMI|mrna_D9C73_014384	protein_coding	0	0	3	0	3	0	0	0
D9C73_014397	gene-D9C73_014397	rna-gnl|WGS:SCMI|mrna_D9C73_014397	protein_coding	0	0	2	0	2	0	0	0
D9C73_014412	gene-D9C73_014412	rna-gnl|WGS:SCMI|mrna_D9C73_014412	protein_coding	0	0	1	1	0	0	0	0
D9C73_014418	gene-D9C73_014418	rna-gnl|WGS:SCMI|mrna_D9C73_014418	protein_coding	0	0	2	2	0	0	0	0
D9C73_014423	gene-D9C73_014423	rna-gnl|WGS:SCMI|mrna_D9C73_014423	protein_coding	0	0	1	0	0	0	0	1
D9C73_014425	gene-D9C73_014425	rna-gnl|WGS:SCMI|mrna_D9C73_014425	protein_coding	0	0	1	1	0	0	0	0
D9C73_014427	gene-D9C73_014427	rna-gnl|WGS:SCMI|mrna_D9C73_014427	protein_coding	0	0	5	0	5	0	0	0
D9C73_014428	gene-D9C73_014428	rna-gnl|WGS:SCMI|mrna_D9C73_014428	protein_coding	0	0	1	1	0	0	0	0
D9C73_014430	gene-D9C73_014430	rna-gnl|WGS:SCMI|mrna_D9C73_014430	protein_coding	0	0	2	2	0	0	0	0
D9C73_014438	gene-D9C73_014438	rna-gnl|WGS:SCMI|mrna_D9C73_014438	protein_coding	0	0	2	0	0	0	0	2
D9C73_014440	gene-D9C73_014440	rna-gnl|WGS:SCMI|mrna_D9C73_014440	protein_coding	0	0	1	0	0	0	0	1
D9C73_014466	gene-D9C73_014466	rna-gnl|WGS:SCMI|mrna_D9C73_014466	protein_coding	0	0	1	0	0	0	0	1
D9C73_014474	gene-D9C73_014474	rna-gnl|WGS:SCMI|mrna_D9C73_014474	protein_coding	0	0	2	0	0	0	0	2
D9C73_014515	gene-D9C73_014515	rna-gnl|WGS:SCMI|mrna_D9C73_014515	protein_coding	0	0	2	0	2	0	0	0
D9C73_014646	gene-D9C73_014646	rna-gnl|WGS:SCMI|mrna_D9C73_014646	protein_coding	0	0	3	3	0	0	0	0
D9C73_014651	gene-D9C73_014651	rna-gnl|WGS:SCMI|mrna_D9C73_014651	protein_coding	0	0	1	0	0	0	0	1
D9C73_014671	gene-D9C73_014671	rna-gnl|WGS:SCMI|mrna_D9C73_014671	protein_coding	0	0	1	0	0	0	0	1
D9C73_014674	gene-D9C73_014674	rna-gnl|WGS:SCMI|mrna_D9C73_014674	protein_coding	0	0	2	0	0	0	0	2
D9C73_014723	gene-D9C73_014723	rna-gnl|WGS:SCMI|mrna_D9C73_014723	protein_coding	0	0	3	0	0	0	0	3
D9C73_014724	gene-D9C73_014724	rna-gnl|WGS:SCMI|mrna_D9C73_014724	protein_coding	0	0	3	0	0	0	0	3
D9C73_014753	gene-D9C73_014753	rna-gnl|WGS:SCMI|mrna_D9C73_014753	protein_coding	0	0	1	0	0	0	0	1
D9C73_014756	gene-D9C73_014756	rna-gnl|WGS:SCMI|mrna_D9C73_014756	protein_coding	0	0	1	1	0	0	0	0
D9C73_014757	gene-D9C73_014757	rna-gnl|WGS:SCMI|mrna_D9C73_014757	protein_coding	0	0	1	0	0	0	0	1
D9C73_014758	gene-D9C73_014758	rna-gnl|WGS:SCMI|mrna_D9C73_014758	protein_coding	0	0	1	0	0	0	0	1
D9C73_014860	gene-D9C73_014860	rna-gnl|WGS:SCMI|mrna_D9C73_014860	protein_coding	0	0	1	0	0	0	0	1
D9C73_014861	gene-D9C73_014861	rna-gnl|WGS:SCMI|mrna_D9C73_014861	protein_coding	0	0	1	1	0	0	0	0
D9C73_014934	gene-D9C73_014934	rna-gnl|WGS:SCMI|mrna_D9C73_014934	protein_coding	0	0	2	0	0	0	0	2
D9C73_014943	gene-D9C73_014943	rna-gnl|WGS:SCMI|mrna_D9C73_014943	protein_coding	0	0	3	0	3	0	0	0
D9C73_014945	gene-D9C73_014945	rna-gnl|WGS:SCMI|mrna_D9C73_014945	protein_coding	0	0	2	2	0	0	0	0
D9C73_014989	gene-D9C73_014989	rna-gnl|WGS:SCMI|mrna_D9C73_014989	protein_coding	0	0	2	0	0	0	0	2
D9C73_014995	gene-D9C73_014995	rna-gnl|WGS:SCMI|mrna_D9C73_014995	protein_coding	0	0	1	0	1	0	0	0
D9C73_015005	gene-D9C73_015005	rna-gnl|WGS:SCMI|mrna_D9C73_015005	protein_coding	0	0	1	0	1	0	0	0
D9C73_015013	gene-D9C73_015013	rna-gnl|WGS:SCMI|mrna_D9C73_015013	protein_coding	0	0	2	2	0	0	0	0
D9C73_015014	gene-D9C73_015014	rna-gnl|WGS:SCMI|mrna_D9C73_015014	protein_coding	2	0	0	0	0	0	2	0
D9C73_015079	gene-D9C73_015079	rna-gnl|WGS:SCMI|mrna_D9C73_015079	protein_coding	0	0	2	2	0	0	0	0
D9C73_015167	gene-D9C73_015167	rna-gnl|WGS:SCMI|mrna_D9C73_015167	protein_coding	0	0	1	0	1	0	0	0
D9C73_015196	gene-D9C73_015196	rna-gnl|WGS:SCMI|mrna_D9C73_015196	protein_coding	0	0	1	0	1	0	0	0
D9C73_015213	gene-D9C73_015213	rna-gnl|WGS:SCMI|mrna_D9C73_015213	protein_coding	0	0	1	0	0	0	0	1
D9C73_015230	gene-D9C73_015230	rna-gnl|WGS:SCMI|mrna_D9C73_015230	protein_coding	0	0	2	0	2	0	0	0
D9C73_015243	gene-D9C73_015243	rna-gnl|WGS:SCMI|mrna_D9C73_015243	protein_coding	0	0	1	0	1	0	0	0
D9C73_015453	gene-D9C73_015453	rna-gnl|WGS:SCMI|mrna_D9C73_015453	protein_coding	0	0	1	0	0	0	0	1
D9C73_015454	gene-D9C73_015454	rna-gnl|WGS:SCMI|mrna_D9C73_015454	protein_coding	0	0	1	1	0	0	0	0
D9C73_015549	gene-D9C73_015549	rna-gnl|WGS:SCMI|mrna_D9C73_015549	protein_coding	0	0	4	0	4	0	0	0
D9C73_015555	gene-D9C73_015555	rna-gnl|WGS:SCMI|mrna_D9C73_015555	protein_coding	0	0	1	0	1	0	0	0
D9C73_015559	gene-D9C73_015559	rna-gnl|WGS:SCMI|mrna_D9C73_015559	protein_coding	0	0	1	0	1	0	0	0
D9C73_015572	gene-D9C73_015572	rna-gnl|WGS:SCMI|mrna_D9C73_015572	protein_coding	0	0	1	1	0	0	0	0
D9C73_015607	gene-D9C73_015607	rna-gnl|WGS:SCMI|mrna_D9C73_015607	protein_coding	0	0	4	0	4	0	0	0
D9C73_015608	gene-D9C73_015608	rna-gnl|WGS:SCMI|mrna_D9C73_015608	protein_coding	0	0	2	2	0	0	0	0
D9C73_015611	gene-D9C73_015611	rna-gnl|WGS:SCMI|mrna_D9C73_015611	protein_coding	0	0	2	0	2	0	0	0
D9C73_015616	gene-D9C73_015616	rna-gnl|WGS:SCMI|mrna_D9C73_015616	protein_coding	0	0	2	0	2	0	0	0
D9C73_015635	gene-D9C73_015635	rna-gnl|WGS:SCMI|mrna_D9C73_015635	protein_coding	0	0	1	1	0	0	0	0
D9C73_015660	gene-D9C73_015660	rna-gnl|WGS:SCMI|mrna_D9C73_015660	protein_coding	0	0	8	0	0	0	0	8
D9C73_015661	gene-D9C73_015661	rna-gnl|WGS:SCMI|mrna_D9C73_015661	protein_coding	0	0	2	0	2	0	0	0
D9C73_015685	gene-D9C73_015685	rna-gnl|WGS:SCMI|mrna_D9C73_015685	protein_coding	0	0	1	0	1	0	0	0
D9C73_015692	gene-D9C73_015692	rna-gnl|WGS:SCMI|mrna_D9C73_015692	protein_coding	0	0	1	1	0	0	0	0
D9C73_015720	gene-D9C73_015720	rna-gnl|WGS:SCMI|mrna_D9C73_015720	protein_coding	0	0	1	0	0	0	0	1
D9C73_015734	gene-D9C73_015734	rna-gnl|WGS:SCMI|mrna_D9C73_015734	protein_coding	0	0	1	0	1	0	0	0
D9C73_015931	gene-D9C73_015931	rna-gnl|WGS:SCMI|mrna_D9C73_015931	protein_coding	0	0	3	0	3	0	0	0
D9C73_015956	gene-D9C73_015956	rna-gnl|WGS:SCMI|mrna_D9C73_015956	protein_coding	0	0	1	0	0	0	0	1
D9C73_015986	gene-D9C73_015986	rna-gnl|WGS:SCMI|mrna_D9C73_015986	protein_coding	0	0	1	0	1	0	0	0
D9C73_016121	gene-D9C73_016121	rna-gnl|WGS:SCMI|mrna_D9C73_016121	protein_coding	0	0	1	0	1	0	0	0
D9C73_016139	gene-D9C73_016139	rna-gnl|WGS:SCMI|mrna_D9C73_016139	protein_coding	0	0	1	1	0	0	0	0
D9C73_016152	gene-D9C73_016152	rna-gnl|WGS:SCMI|mrna_D9C73_016152	protein_coding	0	0	1	0	1	0	0	0
D9C73_016198	gene-D9C73_016198	rna-gnl|WGS:SCMI|mrna_D9C73_016198	protein_coding	0	0	1	0	1	0	0	0
D9C73_016202	gene-D9C73_016202	rna-gnl|WGS:SCMI|mrna_D9C73_016202	protein_coding	0	0	1	1	0	0	0	0
D9C73_016203	gene-D9C73_016203	rna-gnl|WGS:SCMI|mrna_D9C73_016203	protein_coding	0	0	1	0	0	0	0	1
D9C73_016236	gene-D9C73_016236	rna-gnl|WGS:SCMI|mrna_D9C73_016236	protein_coding	0	0	1	1	0	0	0	0
D9C73_016237	gene-D9C73_016237	rna-gnl|WGS:SCMI|mrna_D9C73_016237	protein_coding	0	0	1	0	0	0	0	1
D9C73_016261	gene-D9C73_016261	rna-gnl|WGS:SCMI|mrna_D9C73_016261	protein_coding	0	0	1	0	1	0	0	0
D9C73_016262	gene-D9C73_016262	rna-gnl|WGS:SCMI|mrna_D9C73_016262	protein_coding	0	0	1	1	0	0	0	0
D9C73_016329	gene-D9C73_016329	rna-gnl|WGS:SCMI|mrna_D9C73_016329	protein_coding	0	0	1	0	1	0	0	0
D9C73_016402	gene-D9C73_016402	rna-gnl|WGS:SCMI|mrna_D9C73_016402	protein_coding	0	0	1	1	0	0	0	0
D9C73_016450	gene-D9C73_016450	rna-gnl|WGS:SCMI|mrna_D9C73_016450	protein_coding	0	0	2	1	1	0	0	0
D9C73_016564	gene-D9C73_016564	rna-gnl|WGS:SCMI|mrna_D9C73_016564	protein_coding	0	0	1	0	1	0	0	0
D9C73_016565	gene-D9C73_016565	rna-gnl|WGS:SCMI|mrna_D9C73_016565	protein_coding	0	0	1	1	0	0	0	0
D9C73_016599	gene-D9C73_016599	rna-gnl|WGS:SCMI|mrna_D9C73_016599	protein_coding	0	0	1	0	1	0	0	0
D9C73_016600	gene-D9C73_016600	rna-gnl|WGS:SCMI|mrna_D9C73_016600	protein_coding	0	0	2	2	0	0	0	0
D9C73_016615	gene-D9C73_016615	rna-gnl|WGS:SCMI|mrna_D9C73_016615	protein_coding	0	0	4	0	0	0	0	4
D9C73_016616	gene-D9C73_016616	rna-gnl|WGS:SCMI|mrna_D9C73_016616	protein_coding	0	0	4	4	0	0	0	0
D9C73_016644	gene-D9C73_016644	rna-gnl|WGS:SCMI|mrna_D9C73_016644	protein_coding	0	0	3	3	0	0	0	0
D9C73_016645	gene-D9C73_016645	rna-gnl|WGS:SCMI|mrna_D9C73_016645	protein_coding	0	0	3	3	0	0	0	0
D9C73_016646	gene-D9C73_016646	rna-gnl|WGS:SCMI|mrna_D9C73_016646	protein_coding	0	0	2	2	0	0	0	0
D9C73_016655	gene-D9C73_016655	rna-gnl|WGS:SCMI|mrna_D9C73_016655	protein_coding	0	0	1	1	0	0	0	0
D9C73_016656	gene-D9C73_016656	rna-gnl|WGS:SCMI|mrna_D9C73_016656	protein_coding	0	0	1	1	0	0	0	0
D9C73_016665	gene-D9C73_016665	rna-gnl|WGS:SCMI|mrna_D9C73_016665	protein_coding	0	0	1	0	0	0	0	1
D9C73_016677	gene-D9C73_016677	rna-gnl|WGS:SCMI|mrna_D9C73_016677	protein_coding	0	0	1	0	0	0	0	1
D9C73_016776	gene-D9C73_016776	rna-gnl|WGS:SCMI|mrna_D9C73_016776	protein_coding	0	0	1	0	1	0	0	0
D9C73_016818	gene-D9C73_016818	rna-gnl|WGS:SCMI|mrna_D9C73_016818	protein_coding	0	0	6	5	1	0	0	0
D9C73_016831	gene-D9C73_016831	rna-gnl|WGS:SCMI|mrna_D9C73_016831	protein_coding	0	0	1	0	1	0	0	0
D9C73_016842	gene-D9C73_016842	rna-gnl|WGS:SCMI|mrna_D9C73_016842	protein_coding	0	0	2	0	2	0	0	0
D9C73_016903	gene-D9C73_016903	rna-gnl|WGS:SCMI|mrna_D9C73_016903	protein_coding	0	0	3	0	3	0	0	0
D9C73_016921	gene-D9C73_016921	rna-gnl|WGS:SCMI|mrna_D9C73_016921	protein_coding	0	0	4	0	4	0	0	0
D9C73_016938	gene-D9C73_016938	rna-gnl|WGS:SCMI|mrna_D9C73_016938	protein_coding	0	0	2	0	2	0	0	0
D9C73_016947	gene-D9C73_016947	rna-gnl|WGS:SCMI|mrna_D9C73_016947	protein_coding	0	0	1	1	0	0	0	0
D9C73_016971	gene-D9C73_016971	rna-gnl|WGS:SCMI|mrna_D9C73_016971	protein_coding	0	1	0	0	0	1	0	0
D9C73_016981	gene-D9C73_016981	rna-gnl|WGS:SCMI|mrna_D9C73_016981	protein_coding	0	0	2	0	2	0	0	0
D9C73_016984	gene-D9C73_016984	rna-gnl|WGS:SCMI|mrna_D9C73_016984	protein_coding	0	0	1	0	1	0	0	0
D9C73_017003	gene-D9C73_017003	rna-gnl|WGS:SCMI|mrna_D9C73_017003	protein_coding	0	0	1	0	0	0	0	1
D9C73_017005	gene-D9C73_017005	rna-gnl|WGS:SCMI|mrna_D9C73_017005	protein_coding	0	0	1	0	0	0	0	1
D9C73_017010	gene-D9C73_017010	rna-gnl|WGS:SCMI|mrna_D9C73_017010	protein_coding	0	0	1	0	1	0	0	0
D9C73_017064	gene-D9C73_017064	rna-gnl|WGS:SCMI|mrna_D9C73_017064	protein_coding	0	0	2	0	0	0	0	2
D9C73_017065	gene-D9C73_017065	rna-gnl|WGS:SCMI|mrna_D9C73_017065	protein_coding	0	0	2	2	0	0	0	0
D9C73_017067	gene-D9C73_017067	rna-gnl|WGS:SCMI|mrna_D9C73_017067	protein_coding	0	0	1	0	1	0	0	0
D9C73_017078	gene-D9C73_017078	rna-gnl|WGS:SCMI|mrna_D9C73_017078	protein_coding	0	0	3	0	3	0	0	0
D9C73_017113	gene-D9C73_017113	rna-gnl|WGS:SCMI|mrna_D9C73_017113	protein_coding	0	0	1	0	1	0	0	0
D9C73_017153	gene-D9C73_017153	rna-gnl|WGS:SCMI|mrna_D9C73_017153	protein_coding	0	0	1	1	0	0	0	0
D9C73_017261	gene-D9C73_017261	rna-gnl|WGS:SCMI|mrna_D9C73_017261	protein_coding	0	0	1	0	1	0	0	0
D9C73_017271	gene-D9C73_017271	rna-gnl|WGS:SCMI|mrna_D9C73_017271	protein_coding	0	0	2	0	2	0	0	0
D9C73_017277	gene-D9C73_017277	rna-gnl|WGS:SCMI|mrna_D9C73_017277	protein_coding	0	0	1	0	0	0	0	1
D9C73_017331	gene-D9C73_017331	rna-gnl|WGS:SCMI|mrna_D9C73_017331	protein_coding	0	0	1	0	0	0	0	1
D9C73_017360	gene-D9C73_017360	rna-gnl|WGS:SCMI|mrna_D9C73_017360	protein_coding	0	0	2	2	0	0	0	0
D9C73_017361	gene-D9C73_017361	rna-gnl|WGS:SCMI|mrna_D9C73_017361	protein_coding	0	0	3	0	2	0	0	1
D9C73_017450	gene-D9C73_017450	rna-gnl|WGS:SCMI|mrna_D9C73_017450	protein_coding	0	0	1	1	0	0	0	0
D9C73_017460	gene-D9C73_017460	rna-gnl|WGS:SCMI|mrna_D9C73_017460	protein_coding	0	0	2	0	2	0	0	0
D9C73_017473	gene-D9C73_017473	rna-gnl|WGS:SCMI|mrna_D9C73_017473	protein_coding	0	0	2	0	2	0	0	0
D9C73_017485	gene-D9C73_017485	rna-gnl|WGS:SCMI|mrna_D9C73_017485	protein_coding	0	0	1	0	0	0	0	1
D9C73_017593	gene-D9C73_017593	rna-gnl|WGS:SCMI|mrna_D9C73_017593	protein_coding	0	0	2	0	2	0	0	0
D9C73_017669	gene-D9C73_017669	rna-gnl|WGS:SCMI|mrna_D9C73_017669	protein_coding	0	0	1	0	1	0	0	0
D9C73_017676	gene-D9C73_017676	rna-gnl|WGS:SCMI|mrna_D9C73_017676	protein_coding	0	0	3	0	3	0	0	0
D9C73_017678	gene-D9C73_017678	rna-gnl|WGS:SCMI|mrna_D9C73_017678	protein_coding	0	0	1	0	0	0	0	1
D9C73_017679	gene-D9C73_017679	rna-gnl|WGS:SCMI|mrna_D9C73_017679	protein_coding	0	0	1	1	0	0	0	0
D9C73_017694	gene-D9C73_017694	rna-gnl|WGS:SCMI|mrna_D9C73_017694	protein_coding	0	0	1	1	0	0	0	0
D9C73_017695	gene-D9C73_017695	rna-gnl|WGS:SCMI|mrna_D9C73_017695	protein_coding	0	0	1	0	0	0	0	1
D9C73_017697	gene-D9C73_017697	rna-gnl|WGS:SCMI|mrna_D9C73_017697	protein_coding	0	0	2	0	2	0	0	0
D9C73_017731	gene-D9C73_017731	rna-gnl|WGS:SCMI|mrna_D9C73_017731	protein_coding	0	0	1	0	0	0	0	1
D9C73_017791	gene-D9C73_017791	rna-gnl|WGS:SCMI|mrna_D9C73_017791	protein_coding	0	0	1	0	1	0	0	0
D9C73_017979	gene-D9C73_017979	rna-gnl|WGS:SCMI|mrna_D9C73_017979	protein_coding	0	0	3	0	3	0	0	0
D9C73_018072	gene-D9C73_018072	rna-gnl|WGS:SCMI|mrna_D9C73_018072	protein_coding	0	0	3	3	0	0	0	0
D9C73_018111	gene-D9C73_018111	rna-gnl|WGS:SCMI|mrna_D9C73_018111	protein_coding	0	0	1	0	0	0	0	1
D9C73_018118	gene-D9C73_018118	rna-gnl|WGS:SCMI|mrna_D9C73_018118	protein_coding	0	0	1	1	0	0	0	0
D9C73_018124	gene-D9C73_018124	rna-gnl|WGS:SCMI|mrna_D9C73_018124	protein_coding	0	0	2	0	0	0	0	2
D9C73_018150	gene-D9C73_018150	rna-gnl|WGS:SCMI|mrna_D9C73_018150	protein_coding	0	0	4	4	0	0	0	0
D9C73_018160	gene-D9C73_018160	rna-gnl|WGS:SCMI|mrna_D9C73_018160	protein_coding	0	0	1	1	0	0	0	0
D9C73_018178	gene-D9C73_018178	rna-gnl|WGS:SCMI|mrna_D9C73_018178	protein_coding	0	0	1	1	0	0	0	0
D9C73_018192	gene-D9C73_018192	rna-gnl|WGS:SCMI|mrna_D9C73_018192	protein_coding	0	0	3	0	0	0	0	3
D9C73_018193	gene-D9C73_018193	rna-gnl|WGS:SCMI|mrna_D9C73_018193	protein_coding	0	0	3	3	0	0	0	0
D9C73_018239	gene-D9C73_018239	rna-gnl|WGS:SCMI|mrna_D9C73_018239	protein_coding	0	0	1	1	0	0	0	0
